txn_id,txn_datetime,customer_id,account_id,counterparty_account_id,txn_amount,currency,origin_country,destination_country,txn_channel,payment_rail,txn_type,merchant_category,device_type,device_id,ip_country,account_age_days,kyc_risk_score,num_txn_24h,avg_amount_7d,is_pep,sanctions_match,is_cross_border,is_fintech_rail,origin_country_code,destination_country_code,ip_country_code,currency_code,txn_channel_code,payment_rail_code,txn_type_code,merchant_category_code,device_type_code,value_date,sar_label
ee7e177d-feba-4573-8250-22bfe84966d9,2025-06-01 00:04:54,CUST_027027,ACCT_034119,CP_029413,63.86,CNY,CN,CN,mobile_app,stripe,bill_pay,utilities,android,DEV_135883,US,3282,31.4,4,42.45,0,0,0,1,3,3,17,3,3,9,0,9,0,2024-01-01 02:44:17,0
29ce0770-78ca-42fc-bee8-ff40dfd908af,2025-06-01 00:45:42,CUST_007844,ACCT_030832,CP_065230,106.03,GBP,GB,SG,mobile_app,google_pay,loan_payment,restaurants,android,DEV_183009,US,454,12.0,4,236.51,0,0,1,1,7,15,17,5,3,5,5,6,0,2024-01-01 02:50:49,0
e5267b41-02fc-4a94-9cdf-5365ea6251de,2025-06-01 00:53:41,CUST_014331,ACCT_017382,CP_052569,237.05,TRY,TR,HK,mobile_app,paypal,merchant_pay,travel,ios,DEV_156086,US,256,23.91,2,337.54,0,0,1,1,16,8,17,12,3,6,6,8,2,2024-01-01 03:13:55,0
0469b939-3801-43b3-bacd-eb304b220c8b,2025-06-01 00:12:31,CUST_004984,ACCT_006931,CP_039982,92.69,EUR,FR,ES,branch,stripe,international_remit,restaurants,web,DEV_079291,US,3026,34.39,2,111.97,0,0,1,1,6,5,17,4,1,9,4,6,3,2024-01-01 03:17:17,0
e7afae15-4a35-40f2-a411-953b9803bb32,2025-06-01 00:48:45,CUST_010130,ACCT_020345,CP_053879,82.82,EUR,DE,US,web,sepa,p2p_transfer,electronics,web,DEV_143204,ES,1711,0.03,3,27.0,0,0,1,0,4,17,5,4,4,8,7,2,3,2024-01-01 03:28:14,0
d84de1e8-aa6f-4eee-ac00-0ccc6e92328b,2025-06-01 00:13:34,CUST_028649,ACCT_014609,CP_074055,43.3,INR,IN,US,web,stripe,bill_pay,grocery,android,DEV_129819,CH,1214,31.49,2,24.54,0,0,1,1,9,17,2,7,4,9,0,4,0,2024-01-01 03:40:11,0
9e0ab2c5-f8ce-4fff-92eb-181ddefbc8a1,2025-06-01 00:13:40,CUST_043595,ACCT_037365,CP_054203,68.96,USD,US,GB,web,apple_pay,bill_pay,restaurants,android,DEV_106906,NL,2678,34.95,1,77.87,0,0,1,1,17,7,14,13,4,2,0,6,0,2024-01-01 03:44:37,0
65e4d26e-4dae-46b2-8466-7a138e278393,2025-06-01 01:33:14,CUST_025237,ACCT_052971,CP_084402,1856.74,USD,US,US,mobile_app,zelle,cash_withdrawal,travel,android,DEV_015382,US,1261,16.26,1,2651.94,0,0,0,1,17,17,17,13,3,13,2,8,0,2024-01-01 03:52:32,0
dcc04b54-0cbd-466e-8ea8-2190a9283578,2025-06-01 00:21:25,CUST_022238,ACCT_000366,CP_050588,286.99,INR,IN,CH,call_center,wire,bill_pay,crypto,ios,DEV_067286,US,1925,21.91,1,272.67,0,0,1,0,9,2,17,7,2,12,0,1,2,2024-01-01 04:07:26,0
e950b1ea-b955-42c5-adbc-88bcbe3ee31c,2025-06-01 00:38:31,CUST_028716,ACCT_054879,CP_006980,69.59,HKD,HK,US,branch,ACH,bill_pay,restaurants,android,DEV_046696,GB,1146,10.6,1,61.58,0,0,1,0,8,17,7,6,1,0,0,6,0,2024-01-01 04:21:07,0
1204a6da-504b-43cf-81ce-c3d2ce46cd5e,2025-06-01 01:17:40,CUST_042214,ACCT_066407,CP_074453,71.49,EUR,IT,AE,mobile_app,ACH,cash_deposit,gaming,api,DEV_024649,BR,3423,33.1,1,46.16,0,0,1,0,10,0,1,4,3,0,1,3,1,2024-01-01 04:33:36,0
5dcb6e8d-8d2d-43c1-ad1d-bd4c0098aedb,2025-06-01 00:20:45,CUST_024377,ACCT_079979,CP_067325,109.71,USD,US,NL,call_center,ACH,cash_deposit,travel,android,DEV_034304,HK,1374,5.89,2,150.95,0,0,1,0,17,14,8,13,2,0,1,8,0,2024-01-01 05:24:37,0
d12d4e4c-68a3-46b3-8aa9-7bb43c0397aa,2025-06-01 01:07:06,CUST_041354,ACCT_010699,CP_098851,56.74,USD,US,GB,mobile_app,sepa,merchant_pay,gaming,ios,DEV_116097,AE,1135,37.13,1,66.52,1,0,1,0,17,7,0,13,3,8,6,3,2,2024-01-01 05:30:30,0
e3068b80-5ef3-41dc-a39a-0237adf73cc2,2025-06-01 01:00:32,CUST_035739,ACCT_046084,CP_114432,17.99,USD,US,HK,mobile_app,ACH,loan_payment,grocery,ios,DEV_088371,DE,773,57.77,1,24.5,0,0,1,0,17,8,4,13,3,0,5,4,2,2024-01-01 05:35:32,0
7cb7f449-2645-45f9-afcc-a38ae39fb72f,2025-06-01 01:19:50,CUST_000838,ACCT_033576,CP_092730,12.98,EUR,FR,HK,web,google_pay,merchant_pay,charity,web,DEV_103691,IN,2904,34.98,3,14.13,0,0,1,1,6,8,9,4,4,5,6,0,3,2024-01-01 05:38:18,0
01911b71-10e8-40bf-9a60-49e8609a683a,2025-06-01 01:52:17,CUST_015733,ACCT_060985,CP_047766,8.55,USD,US,IN,web,ACH,bill_pay,grocery,ios,DEV_044629,CH,441,32.64,0,65.75,0,0,1,0,17,9,2,13,4,0,0,4,2,2024-01-01 05:50:12,0
12594a6d-d05d-4943-bfdb-30c0d828108e,2025-06-01 00:12:35,CUST_019914,ACCT_076096,CP_009579,101.29,GBP,GB,MA,web,google_pay,bill_pay,restaurants,ios,DEV_011768,MA,3192,78.31,79,95.9,0,1,1,1,7,11,11,5,4,5,0,6,2,2024-01-01 05:50:36,1
d5333bde-6dcc-4ec6-a1f6-ea2dc820b528,2025-06-01 00:34:39,CUST_025086,ACCT_065317,CP_018146,40.54,EUR,FR,NL,api,stripe,p2p_transfer,utilities,web,DEV_015112,IT,1404,34.98,2,406.28,0,0,1,1,6,14,10,4,0,9,7,9,3,2024-01-01 06:18:58,0
14837c02-e7ae-4396-85d1-dc74bdcd5bbe,2025-06-01 00:09:45,CUST_006711,ACCT_015473,CP_060535,1273.48,BRL,BR,BR,web,wire,merchant_pay,gaming,web,DEV_186784,US,1077,24.15,2,1506.17,0,0,0,0,1,1,17,1,4,12,6,3,3,2024-01-01 06:22:26,0
ce68a110-c520-41ed-a5b8-da4d522df0a5,2025-06-01 00:48:57,CUST_044843,ACCT_074484,CP_039852,17.29,USD,US,TR,mobile_app,sepa,bill_pay,utilities,api,DEV_088793,ES,3097,31.49,2,21.38,0,0,1,0,17,16,5,13,3,8,0,9,1,2024-01-01 06:32:23,0
a7ccd9d9-38fa-48f9-9688-aa0101dcaf3b,2025-06-01 00:05:31,CUST_037554,ACCT_032748,CP_062076,133.47,MAD,MA,GB,branch,rtp,merchant_pay,electronics,android,DEV_116239,NL,160,31.6,2,152.41,0,0,1,0,11,7,14,8,1,7,6,2,0,2024-01-01 06:35:45,0
be0ddd11-c374-4696-8f1a-1535e0273556,2025-06-01 05:00:02,CUST_038140,ACCT_035427,CP_062299,113.68,AED,AE,HK,web,sepa,p2p_transfer,electronics,android,DEV_014752,FR,928,26.25,1,67.49,0,0,1,0,0,8,6,0,4,8,7,2,0,2024-01-01 06:37:03,0
377458fc-5dae-4943-af29-75ab50db7cbf,2025-06-01 00:32:33,CUST_038945,ACCT_019116,CP_018874,50.08,CHF,CH,DE,web,venmo,loan_payment,rideshare,api,DEV_176007,DE,948,66.61,4,27.55,0,0,1,1,2,4,4,2,4,11,5,7,1,2024-01-01 07:15:47,0
b67c5739-2df7-4937-b344-fa704d694936,2025-06-01 00:57:17,CUST_015149,ACCT_032325,CP_014081,73.48,EUR,NL,GB,mobile_app,ACH,cash_deposit,gaming,android,DEV_017999,US,3404,18.12,2,87.56,0,0,1,0,14,7,17,4,3,0,1,3,0,2024-01-01 07:22:15,0
f04d9f17-6b86-49c5-8171-33b1aa782790,2025-06-01 00:10:29,CUST_021270,ACCT_069758,CP_045832,8587.01,AED,AE,TR,api,cashapp,cash_deposit,restaurants,ios,DEV_033696,US,3615,51.77,3,10455.37,0,1,1,1,0,16,17,0,0,4,1,6,2,2024-01-01 07:29:48,1
c313186f-e141-4dd9-b008-289785dbc482,2025-06-01 01:29:47,CUST_045388,ACCT_023332,CP_033670,1300.59,CHF,CH,US,web,wire,loan_payment,electronics,android,DEV_082948,MX,2102,32.5,3,1712.52,0,0,1,0,2,17,12,2,4,12,5,2,0,2024-01-01 07:39:16,0
114f3a41-0b37-44f2-85e9-5a8b2bbba16a,2025-06-01 00:58:08,CUST_015026,ACCT_009247,CP_048894,732.83,HKD,HK,CH,mobile_app,google_pay,international_remit,restaurants,ios,DEV_117112,US,3265,37.24,1,818.77,0,0,1,1,8,2,17,6,3,5,4,6,2,2024-01-01 07:53:16,0
37a70a41-50f1-4bef-96a9-89d9a9cc4d94,2025-06-01 01:03:33,CUST_012944,ACCT_006911,CP_041929,25.73,INR,IN,FR,mobile_app,rtp,crypto_exchange,electronics,web,DEV_182518,US,1894,25.59,4,37.44,0,0,1,0,9,6,17,7,3,7,3,2,3,2024-01-01 08:51:52,0
c420c8ab-1c98-4e76-9db3-b02075b50417,2025-06-01 00:12:22,CUST_045035,ACCT_060699,CP_119114,19.67,USD,US,CH,web,ACH,loan_payment,gaming,android,DEV_114931,DE,3072,56.48,1,79.58,0,0,1,0,17,2,4,13,4,0,5,3,0,2024-01-01 09:02:20,0
b5a1679a-8a72-47f3-a2d4-f61a91c6a370,2025-06-01 01:53:19,CUST_026620,ACCT_008310,CP_096727,154.91,USD,US,US,branch,rtp,crypto_exchange,utilities,android,DEV_128360,DE,3383,44.95,1,140.04,0,0,0,0,17,17,4,13,1,7,3,9,0,2024-01-01 09:11:59,0
1314fbb8-1a04-4e96-b7f7-b3499988347d,2025-06-01 00:04:25,CUST_030193,ACCT_055361,CP_034756,42.02,TRY,TR,DE,api,ACH,crypto_exchange,gaming,web,DEV_195832,DE,1472,39.92,2,302.83,0,0,1,0,16,4,4,12,0,0,3,3,3,2024-01-01 09:20:30,0
370d59c9-5ea8-4134-878d-2e3fd87c2254,2025-06-01 01:51:50,CUST_034783,ACCT_055945,CP_010732,16.26,EUR,IT,US,web,sepa,p2p_transfer,utilities,ios,DEV_158296,ES,2575,30.03,1,120.07,0,0,1,0,10,17,5,4,4,8,7,9,2,2024-01-01 09:28:49,0
f5265b01-26f8-4b8f-94b4-7a67f0c88d68,2025-06-01 02:45:46,CUST_016522,ACCT_062309,CP_113366,219.14,TRY,TR,FR,mobile_app,rtp,p2p_transfer,grocery,android,DEV_021392,US,2056,68.73,2,114.55,0,0,1,0,16,6,17,12,3,7,7,4,0,2024-01-01 09:53:49,0
2862bb0b-d26d-4042-adc4-190f3d149854,2025-06-01 04:11:37,CUST_048715,ACCT_078776,CP_003332,147.47,EUR,FR,FR,web,ACH,bill_pay,utilities,web,DEV_127585,US,3228,39.34,6,139.22,0,0,0,0,6,6,17,4,4,0,0,9,3,2024-01-01 09:54:09,0
d41a880d-da76-4fea-9bed-e0b3c71bb2db,2025-06-01 00:50:29,CUST_011015,ACCT_000487,CP_098245,30.86,USD,US,BR,mobile_app,card,loan_payment,rideshare,ios,DEV_129251,US,2422,7.15,3,39.32,0,0,1,0,17,1,17,13,3,3,5,7,2,2024-01-01 09:59:32,0
5a743145-b0a5-4cdc-a664-64774a937497,2025-06-01 01:06:47,CUST_008755,ACCT_052719,CP_112740,1861.1,EUR,ES,DE,mobile_app,stripe,bill_pay,utilities,ios,DEV_051322,US,632,95.58,30,1819.61,0,0,1,1,5,4,17,4,3,9,0,9,2,2024-01-01 10:06:43,1
cd755bd4-5e3b-49f4-b4a9-d65711b59256,2025-06-01 02:43:17,CUST_032144,ACCT_015057,CP_065971,79.05,CHF,CH,CN,web,paypal,p2p_transfer,utilities,android,DEV_105751,US,1894,26.56,2,21.45,0,0,1,1,2,3,17,2,4,6,7,9,0,2024-01-01 10:24:56,0
78b1673c-0c51-4973-a7f6-13b25ee596a4,2025-06-01 00:15:08,CUST_010054,ACCT_040231,CP_119622,127.23,EUR,ES,IN,mobile_app,ACH,merchant_pay,travel,android,DEV_117889,US,3154,21.36,1,134.91,0,0,1,0,5,9,17,4,3,0,6,8,0,2024-01-01 10:40:20,0
5f9b4bbc-92a5-415f-96ef-f0d02cc62284,2025-06-01 00:38:23,CUST_024898,ACCT_046658,CP_020168,809.86,USD,US,IT,mobile_app,apple_pay,loan_payment,rideshare,api,DEV_073445,IT,3146,39.7,3,992.9,0,0,1,1,17,10,10,13,3,2,5,7,1,2024-01-01 10:50:26,0
446b74e9-7800-4c0c-80ed-c44437a477cd,2025-06-01 00:00:01,CUST_044384,ACCT_055239,CP_081636,14.48,USD,US,MX,api,stripe,loan_payment,utilities,web,DEV_002925,US,771,33.66,2,34.89,0,0,1,1,17,12,17,13,0,9,5,9,3,2024-01-01 11:01:31,0
3e6e8402-b146-4683-a755-6327259d9079,2025-06-01 03:08:08,CUST_013845,ACCT_076140,CP_066163,106.05,EUR,ES,IT,api,ACH,cash_withdrawal,utilities,android,DEV_053206,IT,3515,2.81,1,50.57,0,0,1,0,5,10,10,4,0,0,2,9,0,2024-01-01 11:05:40,0
679bff87-6f51-480c-9dc5-71559dd44064,2025-06-01 00:04:18,CUST_045623,ACCT_008925,CP_117236,151.86,GBP,GB,US,mobile_app,rtp,loan_payment,charity,ios,DEV_142227,GB,2374,15.92,0,192.08,0,0,1,0,7,17,7,5,3,7,5,0,2,2024-01-01 11:11:43,0
b6ef2f47-8352-4a91-9fc2-340a140fe744,2025-06-01 01:15:49,CUST_022490,ACCT_054551,CP_077722,52.19,USD,US,FR,mobile_app,rtp,p2p_transfer,grocery,web,DEV_196199,IT,1402,38.09,2,55.98,0,0,1,0,17,6,10,13,3,7,7,4,3,2024-01-01 11:23:54,0
dcc1de92-8535-46b3-9ca0-f75b69dfdb46,2025-06-01 00:01:27,CUST_011112,ACCT_059718,CP_079165,88.3,EUR,DE,NL,api,sepa,loan_payment,crypto,web,DEV_078251,US,955,15.51,3,118.12,0,0,1,0,4,14,17,4,0,8,5,1,3,2024-01-01 11:41:20,0
42e4642d-6031-4ff8-badb-0d811a24d0c5,2025-06-01 01:15:52,CUST_041387,ACCT_058926,CP_112647,79.04,USD,US,TR,web,wire,merchant_pay,gaming,ios,DEV_017490,AE,176,36.7,2,120.75,0,0,1,0,17,16,0,13,4,12,6,3,2,2024-01-01 11:42:53,0
dcb2468c-e633-4305-9eb5-967de758ab92,2025-06-01 00:47:48,CUST_021103,ACCT_032710,CP_086848,194.95,GBP,GB,ES,web,venmo,cash_deposit,restaurants,android,DEV_139083,IN,507,36.02,0,46.91,0,0,1,1,7,5,9,5,4,11,1,6,0,2024-01-01 12:01:36,0
b89d5ea1-eaa5-4843-a7be-538d7c436f88,2025-06-01 03:14:24,CUST_029840,ACCT_030681,CP_016714,42.1,BRL,BR,US,web,venmo,bill_pay,gaming,android,DEV_141265,DE,317,33.38,2,23.55,0,0,1,1,1,17,4,1,4,11,0,3,0,2024-01-01 12:12:28,0
a7514a11-3bf9-4315-aa5f-dd0dfdf1531c,2025-06-01 01:39:23,CUST_025056,ACCT_031557,,670.78,EUR,FR,CN,web,apple_pay,international_remit,utilities,android,DEV_150077,DE,568,36.41,3,667.95,0,0,1,1,6,3,4,4,4,2,4,9,0,2024-01-01 12:24:12,0
0ae3fe6b-c1e8-41a7-b952-5627fa64a203,2025-06-01 00:06:59,CUST_032939,ACCT_068858,CP_101215,328.29,USD,US,US,mobile_app,wire,merchant_pay,utilities,android,DEV_197318,US,1056,0.0,2,237.63,0,0,0,0,17,17,17,13,3,12,6,9,0,2024-01-01 12:35:46,0
dda96dbb-1cb5-405f-b011-cf9762b5aa69,2025-06-01 00:32:41,CUST_012085,ACCT_053926,CP_026769,482.69,INR,IN,US,web,ACH,international_remit,grocery,api,DEV_026772,GB,1822,31.19,2,293.01,0,0,1,0,9,17,7,7,4,0,4,4,1,2024-01-01 12:37:26,0
effe6c29-0533-45db-9587-4baf3f5c3f61,2025-06-01 01:13:29,CUST_049205,ACCT_077639,CP_046292,49.11,EUR,IT,US,call_center,ACH,bill_pay,rideshare,api,DEV_049237,DE,2940,24.02,1,53.04,0,0,1,0,10,17,4,4,2,0,0,7,1,2024-01-01 12:42:47,0
f6ed839a-ddbd-4879-960a-99f6d113a0c4,2025-06-01 01:58:54,CUST_016567,ACCT_000860,CP_024759,6.64,CHF,CH,BR,api,venmo,merchant_pay,restaurants,ios,DEV_071780,GB,674,42.49,3,51.8,0,0,1,1,2,1,7,2,0,11,6,6,2,2024-01-01 13:08:19,0
cbef3c40-605e-4007-b38d-340fc56749e8,2025-06-01 00:49:25,CUST_005369,ACCT_043530,CP_017775,167.27,GBP,GB,IT,web,ACH,bill_pay,electronics,android,DEV_003336,DE,2476,21.68,5,143.31,0,0,1,0,7,10,4,5,4,0,0,2,0,2024-01-01 13:18:35,0
6a555d4d-9655-49c3-974c-c361f07f4487,2025-06-01 00:47:26,CUST_036496,ACCT_000564,CP_091000,1715.45,EUR,ES,MX,mobile_app,swift,p2p_transfer,travel,ios,DEV_103188,DE,3154,37.78,3,1180.62,0,0,1,0,5,12,4,4,3,10,7,8,2,2024-01-01 13:28:28,0
6198806c-c5ed-40d2-95f3-4f342b438aee,2025-06-01 00:36:04,CUST_042748,ACCT_020254,CP_014569,140.38,USD,US,IN,web,adyen,p2p_transfer,rideshare,android,DEV_065493,DE,3616,6.15,2,157.11,0,0,1,1,17,9,4,13,4,1,7,7,0,2024-01-01 13:46:31,0
0f0db148-5317-49e9-b530-c42e1351019f,2025-06-01 02:42:26,CUST_025327,ACCT_067255,CP_101337,21.02,GBP,GB,US,web,card,cash_withdrawal,restaurants,web,DEV_087753,US,3387,42.88,1,69.26,0,0,1,0,7,17,17,5,4,3,2,6,3,2024-01-01 13:55:17,0
3ea27886-75ae-42be-b75e-f492aca7a683,2025-06-01 01:03:13,CUST_044347,ACCT_019114,CP_047588,35.21,AED,AE,NG,web,card,p2p_transfer,gaming,ios,DEV_181570,IT,1093,95.46,21,33.69,0,0,1,0,0,13,10,0,4,3,7,3,2,2024-01-01 14:10:14,1
2de8b003-62ae-4ff0-a9d8-9603edece41d,2025-06-01 00:17:31,CUST_029464,ACCT_056134,CP_112072,84.1,AED,AE,BR,branch,wire,crypto_exchange,gaming,web,DEV_142541,TR,2840,4.46,1,34.98,0,0,1,0,0,1,16,0,1,12,3,3,3,2024-01-01 14:21:37,0
42b76d44-21c8-4e94-b134-38d33a37ed21,2025-06-01 02:40:39,CUST_006568,ACCT_035539,CP_063108,622.53,BRL,BR,DE,mobile_app,card,bill_pay,travel,android,DEV_108672,IT,818,46.54,1,315.63,0,0,1,0,1,4,10,1,3,3,0,8,0,2024-01-01 14:24:49,0
0d0d2e26-1500-45de-839f-0cee5bfb3834,2025-06-01 00:54:18,CUST_038810,ACCT_054336,CP_032620,52.18,USD,US,MA,mobile_app,ACH,bill_pay,travel,android,DEV_037667,MA,2530,27.42,1,54.61,0,0,1,0,17,11,11,13,3,0,0,8,0,2024-01-01 14:36:45,0
c09d1325-b522-4b00-8e58-363e6fc82559,2025-06-01 00:58:46,CUST_002414,ACCT_031144,CP_116901,23.7,MXN,MX,US,mobile_app,ACH,p2p_transfer,utilities,ios,DEV_073853,US,1391,56.41,3,62.27,0,0,1,0,12,17,17,9,3,0,7,9,2,2024-01-01 14:55:38,0
43901352-209a-4f88-bd05-8382ae57981b,2025-06-01 00:39:58,CUST_017972,ACCT_021840,CP_029533,667.67,EUR,FR,MX,mobile_app,wire,p2p_transfer,rideshare,android,DEV_126188,AE,984,55.73,4,434.61,0,0,1,0,6,12,0,4,3,12,7,7,0,2024-01-01 14:59:00,0
ba15c36e-1278-4882-b00e-32db014a9d12,2025-06-01 00:20:51,CUST_042901,ACCT_034148,CP_030414,157.79,EUR,ES,NL,mobile_app,card,p2p_transfer,restaurants,android,DEV_062475,GB,1033,40.58,2,209.47,0,0,1,0,5,14,7,4,3,3,7,6,0,2024-01-01 15:03:07,0
3a36708c-946d-488a-b010-922a299f3166,2025-06-01 00:16:57,CUST_047451,ACCT_032187,CP_116640,41.57,USD,US,ES,web,swift,merchant_pay,luxury,ios,DEV_183652,DE,3022,25.99,3,63.1,0,0,1,0,17,5,4,13,4,10,6,5,2,2024-01-01 15:08:40,0
a03f772a-e9e1-48b1-a7f2-2e523abb3d36,2025-06-01 00:10:30,CUST_008254,ACCT_007542,CP_021690,215.17,EUR,FR,US,mobile_app,ACH,crypto_exchange,luxury,web,DEV_135617,US,2647,43.68,2,75.55,0,0,1,0,6,17,17,4,3,0,3,5,3,2024-01-01 15:11:59,0
82505493-f1a0-47a8-b2cc-9a3c3230872e,2025-06-01 00:21:02,CUST_012756,ACCT_054290,CP_088860,120.61,TRY,TR,US,mobile_app,card,p2p_transfer,grocery,web,DEV_059564,US,422,39.19,3,62.45,0,0,1,0,16,17,17,12,3,3,7,4,3,2024-01-01 15:33:00,0
9e38c2e4-e95a-4b33-8a0a-b032bce86c77,2025-06-01 00:13:58,CUST_040847,ACCT_026236,CP_063330,30.87,EUR,IT,FR,web,paypal,bill_pay,gaming,android,DEV_036212,NL,1657,12.36,1,76.54,0,0,1,1,10,6,14,4,4,6,0,3,0,2024-01-01 15:47:10,0
ce6a6044-fa04-42b5-9a97-f932cd8a22e6,2025-06-01 00:26:12,CUST_009599,ACCT_046888,CP_113144,596.57,EUR,NL,GB,api,paypal,merchant_pay,grocery,web,DEV_121152,US,282,38.49,3,909.71,0,0,1,1,14,7,17,4,0,6,6,4,3,2024-01-01 16:06:39,0
729f5ed5-5f2a-48a1-8064-2f650db6d73d,2025-06-01 00:06:06,CUST_005567,ACCT_057826,CP_101053,97.01,CHF,CH,MA,branch,apple_pay,bill_pay,restaurants,android,DEV_002687,GB,2132,16.75,4,102.14,0,0,1,1,2,11,7,2,1,2,0,6,0,2024-01-01 16:10:19,0
7cb6e482-d97e-4066-af51-51ff5cfc5504,2025-06-01 03:04:07,CUST_039267,ACCT_021028,CP_082156,917.24,USD,US,IT,mobile_app,sepa,international_remit,electronics,android,DEV_006660,GB,557,45.42,2,413.66,0,0,1,0,17,10,7,13,3,8,4,2,0,2024-01-01 16:11:16,0
e5f0e6bc-26e1-47d8-80bd-538c88974e70,2025-06-01 00:26:16,CUST_043590,ACCT_074664,CP_023316,28.72,EUR,ES,CH,mobile_app,ACH,p2p_transfer,grocery,android,DEV_057818,NL,743,49.89,2,21.57,0,0,1,0,5,2,14,4,3,0,7,4,0,2024-01-01 16:16:22,0
4a907637-31e0-40c3-8822-fc32c7f3751d,2025-06-01 01:24:55,CUST_019818,ACCT_005477,CP_058263,58.55,BRL,BR,SG,branch,card,merchant_pay,luxury,api,DEV_072760,FR,327,51.14,3,78.13,0,0,1,0,1,15,6,1,1,3,6,5,1,2024-01-01 16:23:04,0
2576899f-5a65-4681-bdab-c3b84b70a1e6,2025-06-01 00:33:08,CUST_005224,ACCT_011981,CP_032578,235.15,TRY,TR,BR,api,cashapp,p2p_transfer,rideshare,ios,DEV_150726,GB,2827,17.0,1,238.57,0,0,1,1,16,1,7,12,0,4,7,7,2,2024-01-01 16:29:25,0
